filename;size;defect;xmin;xmax;ymin;ymax
l_light_06_short_09_1_600;(600, 600, 3);short;478;502;158;187
l_light_06_short_09_1_600;(600, 600, 3);short;382;414;141;174
l_light_06_short_09_1_600;(600, 600, 3);short;247;274;257;283
rotation_270_light_01_missing_hole_06_3_600;(601, 601, 3);missing_hole;458;496;257;292
rotation_270_light_01_missing_hole_06_3_600;(601, 601, 3);missing_hole;1;40;181;218
l_light_06_open_circuit_08_5_600;(600, 600, 3);open_circuit;61;74;392;413
l_light_06_open_circuit_08_5_600;(600, 600, 3);open_circuit;454;468;273;296
l_light_11_missing_hole_04_5_600;(600, 600, 3);missing_hole;485;521;106;137
l_light_11_missing_hole_04_5_600;(600, 600, 3);missing_hole;426;460;455;491
rotation_90_light_05_mouse_bite_01_3_600;(600, 600, 3);mouse_bite;288;306;422;448
light_12_open_circuit_04_2_256;(600, 600, 3);open_circuit;251;267;89;104
rotation_270_light_11_open_circuit_03_2_600;(601, 601, 3);open_circuit;482;503;429;455
rotation_270_light_11_open_circuit_03_2_600;(601, 601, 3);open_circuit;317;341;480;505
l_light_01_missing_hole_11_1_600;(600, 600, 3);missing_hole;305;353;533;577
rotation_270_light_12_missing_hole_08_4_600;(601, 601, 3);missing_hole;507;528;1;23
rotation_270_light_12_missing_hole_08_4_600;(601, 601, 3);missing_hole;1;26;122;147
rotation_90_light_07_open_circuit_02_3_600;(600, 600, 3);open_circuit;127;149;435;458
rotation_90_light_07_open_circuit_02_3_600;(600, 600, 3);open_circuit;451;477;565;589
rotation_90_light_07_open_circuit_02_3_600;(600, 600, 3);open_circuit;431;459;349;374
l_light_04_spur_01_2_600;(600, 600, 3);spur;406;452;439;462
l_light_04_spur_01_2_600;(600, 600, 3);spur;338;369;94;114
rotation_90_light_09_short_08_2_600;(600, 600, 3);short;19;58;124;154
rotation_90_light_06_spur_10_5_600;(600, 600, 3);spur;83;104;388;424
rotation_90_light_06_spur_10_5_600;(600, 600, 3);spur;454;472;530;579
rotation_90_light_06_spur_10_5_600;(600, 600, 3);spur;82;115;254;274
rotation_270_light_06_spur_10_5_600;(601, 601, 3);spur;495;516;177;213
rotation_270_light_06_spur_10_5_600;(601, 601, 3);spur;127;145;22;71
rotation_270_light_06_spur_10_5_600;(601, 601, 3);spur;484;517;327;347
l_light_11_spurious_copper_10_1_600;(600, 600, 3);spurious_copper;338;381;526;548
rotation_90_light_04_mouse_bite_18_1_600;(600, 600, 3);mouse_bite;556;588;335;359
rotation_270_light_11_open_circuit_03_3_600;(601, 601, 3);open_circuit;94;121;255;289
rotation_270_light_11_open_circuit_03_3_600;(601, 601, 3);open_circuit;83;104;14;40
l_light_04_short_02_1_600;(600, 600, 3);short;2;40;472;511
rotation_270_light_06_spur_02_4_600;(601, 601, 3);spur;554;590;264;282
rotation_90_light_01_open_circuit_04_3_600;(600, 600, 3);open_circuit;287;314;514;539
l_light_11_short_07_5_600;(600, 600, 3);short;340;379;295;331
l_light_11_short_07_5_600;(600, 600, 3);short;378;459;531;568
l_light_11_short_07_5_600;(600, 600, 3);short;24;69;423;444
l_light_11_short_07_5_600;(600, 600, 3);short;78;121;314;351
light_07_spur_04_4_256;(600, 600, 3);spur;206;261;25;48
rotation_270_light_11_open_circuit_03_5_600;(601, 601, 3);open_circuit;293;320;463;497
rotation_270_light_11_open_circuit_03_5_600;(601, 601, 3);open_circuit;282;303;222;248
rotation_270_light_11_open_circuit_03_5_600;(601, 601, 3);open_circuit;117;141;273;298
rotation_270_light_11_open_circuit_03_5_600;(601, 601, 3);open_circuit;33;54;381;403
rotation_270_light_11_short_09_5_600;(601, 601, 3);short;282;322;163;188
rotation_270_light_11_short_09_5_600;(601, 601, 3);short;245;279;303;332
rotation_270_light_11_short_09_5_600;(601, 601, 3);short;155;188;95;150
rotation_270_light_11_short_09_5_600;(601, 601, 3);short;43;84;112;169
light_12_missing_hole_07_2_256;(600, 600, 3);missing_hole;549;572;88;108
light_12_missing_hole_07_2_256;(600, 600, 3);missing_hole;263;282;10;31
light_12_missing_hole_07_3_256;(600, 600, 3);missing_hole;213;235;249;273
light_12_missing_hole_07_3_256;(600, 600, 3);missing_hole;315;336;401;425
light_12_missing_hole_07_3_256;(600, 600, 3);missing_hole;150;173;488;508
light_12_missing_hole_07_3_256;(600, 600, 3);missing_hole;357;377;102;125
rotation_90_light_08_mouse_bite_02_2_600;(600, 600, 3);mouse_bite;22;59;359;391
rotation_90_light_08_mouse_bite_02_2_600;(600, 600, 3);mouse_bite;175;196;212;245
l_light_04_missing_hole_17_1_600;(600, 600, 3);missing_hole;548;567;530;556
l_light_04_missing_hole_17_1_600;(600, 600, 3);missing_hole;265;289;573;595
rotation_90_light_04_short_06_2_600;(600, 600, 3);short;23;53;405;437
rotation_90_light_04_short_06_2_600;(600, 600, 3);short;154;187;544;581
l_light_04_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;47;68;405;431
l_light_04_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;347;375;440;460
l_light_04_mouse_bite_04_1_600;(600, 600, 3);mouse_bite;107;132;220;246
rotation_270_light_08_spur_07_2_600;(601, 601, 3);spur;536;578;416;445
rotation_270_light_08_spur_07_2_600;(601, 601, 3);spur;349;393;578;599
rotation_270_light_01_spurious_copper_03_1_600;(601, 601, 3);spurious_copper;193;253;315;337
rotation_270_light_01_spurious_copper_03_1_600;(601, 601, 3);spurious_copper;142;201;514;545
l_light_01_spur_16_1_600;(600, 600, 3);spur;136;157;414;436
l_light_01_spur_16_1_600;(600, 600, 3);spur;32;59;219;242
l_light_01_spur_16_1_600;(600, 600, 3);spur;214;243;298;322
rotation_270_light_04_spur_08_5_600;(601, 601, 3);spur;213;251;471;498
rotation_270_light_04_spur_08_5_600;(601, 601, 3);spur;354;383;71;91
rotation_270_light_08_mouse_bite_04_3_600;(601, 601, 3);mouse_bite;111;135;435;460
rotation_270_light_08_mouse_bite_04_3_600;(601, 601, 3);mouse_bite;253;280;353;378
rotation_90_light_06_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;160;195;392;405
rotation_90_light_06_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;68;80;577;599
rotation_90_light_06_mouse_bite_08_3_600;(600, 600, 3);mouse_bite;368;380;393;429
rotation_90_light_07_short_09_2_600;(600, 600, 3);short;352;401;421;477
rotation_270_light_09_spurious_copper_03_2_600;(601, 601, 3);spurious_copper;400;450;115;140
l_light_08_missing_hole_04_5_600;(600, 600, 3);missing_hole;142;169;282;304
l_light_08_missing_hole_04_5_600;(600, 600, 3);missing_hole;464;493;283;309
l_light_05_spurious_copper_09_3_600;(600, 600, 3);spurious_copper;243;260;1;34
l_light_05_spurious_copper_09_3_600;(600, 600, 3);spurious_copper;510;586;479;495
rotation_90_light_10_open_circuit_06_1_600;(600, 600, 3);open_circuit;579;599;49;97
rotation_270_light_07_mouse_bite_07_3_600;(601, 601, 3);mouse_bite;245;281;91;124
rotation_90_light_11_spur_01_2_600;(600, 600, 3);spur;258;302;158;189
light_07_mouse_bite_02_3_256;(600, 600, 3);mouse_bite;86;124;327;356
light_07_mouse_bite_02_3_256;(600, 600, 3);mouse_bite;9;40;427;468
light_05_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;220;296;279;295
light_05_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;295;389;313;331
light_05_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;402;420;340;394
light_05_spurious_copper_09_2_256;(600, 600, 3);spurious_copper;71;145;489;509
rotation_270_light_09_spurious_copper_02_4_600;(601, 601, 3);spurious_copper;568;599;258;282
rotation_270_light_09_spurious_copper_02_4_600;(601, 601, 3);spurious_copper;371;393;98;154
rotation_270_light_09_spurious_copper_02_4_600;(601, 601, 3);spurious_copper;93;145;516;540
rotation_90_light_08_missing_hole_04_2_600;(600, 600, 3);missing_hole;81;104;91;119
rotation_90_light_08_missing_hole_04_2_600;(600, 600, 3);missing_hole;54;81;503;528
rotation_270_light_09_spur_01_3_600;(601, 601, 3);spur;15;50;131;152
rotation_270_light_11_spur_06_5_600;(601, 601, 3);spur;303;331;230;279
rotation_270_light_11_spur_06_5_600;(601, 601, 3);spur;283;310;310;360
rotation_270_light_11_spur_06_5_600;(601, 601, 3);spur;251;286;56;102
rotation_270_light_11_spur_06_5_600;(601, 601, 3);spur;86;137;296;332
rotation_90_light_11_spurious_copper_04_5_600;(600, 600, 3);spurious_copper;103;146;292;314
rotation_90_light_11_spurious_copper_04_5_600;(600, 600, 3);spurious_copper;87;107;412;463
rotation_90_light_11_spurious_copper_04_5_600;(600, 600, 3);spurious_copper;189;229;162;181
rotation_90_light_11_spurious_copper_04_5_600;(600, 600, 3);spurious_copper;345;364;236;280
rotation_90_light_12_missing_hole_07_4_600;(600, 600, 3);missing_hole;1;25;264;286
rotation_90_light_12_missing_hole_07_4_600;(600, 600, 3);missing_hole;87;108;427;451
l_light_09_spurious_copper_08_1_600;(600, 600, 3);spurious_copper;538;596;384;413
l_light_09_spurious_copper_08_1_600;(600, 600, 3);spurious_copper;538;562;516;545
rotation_270_light_07_short_07_5_600;(601, 601, 3);short;420;471;389;441
rotation_270_light_07_short_07_5_600;(601, 601, 3);short;275;320;513;562
rotation_270_light_07_short_07_5_600;(601, 601, 3);short;326;369;236;279
rotation_270_light_07_short_07_5_600;(601, 601, 3);short;309;345;97;141
rotation_90_light_09_open_circuit_04_4_600;(600, 600, 3);open_circuit;139;157;400;415
rotation_90_light_09_open_circuit_04_4_600;(600, 600, 3);open_circuit;322;342;269;288
rotation_90_light_09_open_circuit_04_4_600;(600, 600, 3);open_circuit;321;338;560;579
rotation_90_light_09_open_circuit_04_4_600;(600, 600, 3);open_circuit;77;97;64;79
rotation_90_light_09_mouse_bite_07_5_600;(600, 600, 3);mouse_bite;1;33;393;419
rotation_90_light_09_mouse_bite_07_5_600;(600, 600, 3);mouse_bite;42;77;150;170
rotation_90_light_09_mouse_bite_07_5_600;(600, 600, 3);mouse_bite;219;243;472;503
light_04_open_circuit_19_4_256;(600, 600, 3);open_circuit;1;18;90;110
light_04_open_circuit_19_4_256;(600, 600, 3);open_circuit;112;141;317;338
l_light_01_short_07_1_600;(600, 600, 3);short;446;485;304;336
rotation_90_light_07_mouse_bite_05_2_600;(600, 600, 3);mouse_bite;185;210;1;23
light_11_open_circuit_05_2_256;(600, 600, 3);open_circuit;279;303;118;147
light_11_open_circuit_05_2_256;(600, 600, 3);open_circuit;481;505;255;279
light_04_mouse_bite_01_3_256;(600, 600, 3);mouse_bite;130;162;189;223
light_04_mouse_bite_01_3_256;(600, 600, 3);mouse_bite;80;112;63;82
light_08_spur_05_4_256;(600, 600, 3);spur;90;122;21;56
light_08_spur_05_4_256;(600, 600, 3);spur;444;463;230;271
light_08_spur_05_4_256;(600, 600, 3);spur;368;390;84;123
l_light_06_spur_10_4_600;(600, 600, 3);spur;440;456;391;445
light_11_open_circuit_02_4_256;(600, 600, 3);open_circuit;64;89;273;303
light_11_open_circuit_02_4_256;(600, 600, 3);open_circuit;317;341;324;354
light_11_open_circuit_02_4_256;(600, 600, 3);open_circuit;381;408;459;488
l_light_04_spur_20_2_600;(600, 600, 3);spur;200;214;118;155
l_light_04_spur_20_2_600;(600, 600, 3);spur;476;494;361;395
light_08_short_06_1_256;(600, 600, 3);short;331;366;561;595
rotation_270_light_08_open_circuit_02_3_600;(601, 601, 3);open_circuit;112;130;441;454
rotation_270_light_06_open_circuit_02_2_600;(601, 601, 3);open_circuit;169;185;245;260
rotation_270_light_06_open_circuit_02_2_600;(601, 601, 3);open_circuit;102;116;196;209
light_12_spurious_copper_06_3_256;(600, 600, 3);spurious_copper;283;303;160;196
light_12_spurious_copper_06_3_256;(600, 600, 3);spurious_copper;529;550;250;298
light_12_spurious_copper_06_3_256;(600, 600, 3);spurious_copper;449;490;334;352
light_12_spurious_copper_06_3_256;(600, 600, 3);spurious_copper;452;488;21;42
light_05_mouse_bite_04_1_256;(600, 600, 3);mouse_bite;478;503;320;340
light_05_mouse_bite_04_1_256;(600, 600, 3);mouse_bite;79;101;382;415
l_light_06_short_10_2_600;(600, 600, 3);short;463;490;60;90
l_light_09_missing_hole_09_4_600;(600, 600, 3);missing_hole;535;558;48;74
l_light_09_missing_hole_09_4_600;(600, 600, 3);missing_hole;459;485;320;346
l_light_09_missing_hole_09_4_600;(600, 600, 3);missing_hole;27;60;226;252
rotation_270_light_12_spurious_copper_06_3_600;(601, 601, 3);spurious_copper;403;440;283;304
rotation_270_light_12_spurious_copper_06_3_600;(601, 601, 3);spurious_copper;301;350;529;551
rotation_270_light_12_spurious_copper_06_3_600;(601, 601, 3);spurious_copper;247;266;449;491
rotation_270_light_12_spurious_copper_06_3_600;(601, 601, 3);spurious_copper;557;579;452;489
rotation_270_light_09_spurious_copper_07_2_600;(601, 601, 3);spurious_copper;115;141;286;346
rotation_270_light_09_spurious_copper_07_2_600;(601, 601, 3);spurious_copper;12;77;206;232
rotation_270_light_09_spurious_copper_07_2_600;(601, 601, 3);spurious_copper;20;42;46;87
light_07_open_circuit_01_3_256;(600, 600, 3);open_circuit;195;221;462;487
rotation_270_light_05_open_circuit_08_4_600;(601, 601, 3);open_circuit;554;574;147;171
light_11_open_circuit_02_2_256;(600, 600, 3);open_circuit;299;325;1;24
light_11_open_circuit_02_2_256;(600, 600, 3);open_circuit;479;504;273;303
light_09_missing_hole_09_3_256;(600, 600, 3);missing_hole;535;558;448;474
l_light_07_missing_hole_07_3_600;(600, 600, 3);missing_hole;188;226;379;422
l_light_07_missing_hole_07_3_600;(600, 600, 3);missing_hole;54;97;187;236
light_11_open_circuit_08_5_256;(600, 600, 3);open_circuit;273;299;129;155
light_11_open_circuit_08_5_256;(600, 600, 3);open_circuit;366;393;95;121
light_11_open_circuit_08_5_256;(600, 600, 3);open_circuit;133;152;294;318
light_11_open_circuit_08_5_256;(600, 600, 3);open_circuit;464;493;314;335
light_11_open_circuit_08_5_256;(600, 600, 3);open_circuit;278;296;409;431
rotation_270_light_08_spur_05_5_600;(601, 601, 3);spur;343;379;430;463
rotation_270_light_08_spur_05_5_600;(601, 601, 3);spur;332;372;113;139
rotation_270_light_08_spur_05_5_600;(601, 601, 3);spur;166;209;203;230
light_08_mouse_bite_09_3_256;(600, 600, 3);mouse_bite;178;213;289;309
light_08_mouse_bite_09_3_256;(600, 600, 3);mouse_bite;286;309;496;521
l_light_08_mouse_bite_09_1_600;(600, 600, 3);mouse_bite;580;599;461;479
rotation_270_light_06_spur_08_5_600;(601, 601, 3);spur;47;77;245;266
rotation_270_light_06_spur_08_5_600;(601, 601, 3);spur;205;248;121;136
l_light_04_missing_hole_07_3_600;(600, 600, 3);missing_hole;389;414;192;217
rotation_90_light_04_missing_hole_01_2_600;(600, 600, 3);missing_hole;1;18;7;32
rotation_270_light_09_spur_10_1_600;(601, 601, 3);spur;313;343;534;569
light_01_short_16_2_256;(600, 600, 3);short;390;415;159;187
light_10_spur_05_3_256;(600, 600, 3);spur;114;150;42;95
light_10_spur_05_3_256;(600, 600, 3);spur;396;469;471;501
light_10_spur_05_3_256;(600, 600, 3);spur;225;251;234;282
light_05_spur_03_1_256;(600, 600, 3);spur;365;391;499;521
light_05_spur_03_1_256;(600, 600, 3);spur;368;396;154;171
l_light_04_spurious_copper_05_1_600;(600, 600, 3);spurious_copper;250;266;341;389
l_light_04_spurious_copper_05_1_600;(600, 600, 3);spurious_copper;213;229;258;303
l_light_04_spurious_copper_05_1_600;(600, 600, 3);spurious_copper;326;361;413;443
light_09_open_circuit_01_2_256;(600, 600, 3);open_circuit;385;402;42;58
light_09_open_circuit_01_2_256;(600, 600, 3);open_circuit;586;599;355;378
rotation_90_light_04_missing_hole_17_3_600;(600, 600, 3);missing_hole;329;356;353;373
rotation_90_light_04_missing_hole_17_3_600;(600, 600, 3);missing_hole;472;495;282;305
rotation_90_light_09_open_circuit_02_4_600;(600, 600, 3);open_circuit;71;88;499;515
rotation_90_light_09_open_circuit_02_4_600;(600, 600, 3);open_circuit;148;166;421;436
rotation_90_light_09_open_circuit_02_4_600;(600, 600, 3);open_circuit;52;88;66;87
rotation_270_light_09_open_circuit_03_4_600;(601, 601, 3);open_circuit;498;517;341;358
rotation_270_light_09_open_circuit_03_4_600;(601, 601, 3);open_circuit;452;471;236;253
rotation_270_light_09_open_circuit_03_4_600;(601, 601, 3);open_circuit;298;314;292;315
light_01_spurious_copper_06_1_256;(600, 600, 3);spurious_copper;475;535;246;308
rotation_90_light_12_spurious_copper_03_5_600;(600, 600, 3);spurious_copper;211;232;402;441
rotation_90_light_12_spurious_copper_03_5_600;(600, 600, 3);spurious_copper;79;101;521;558
rotation_90_light_11_short_07_4_600;(600, 600, 3);short;94;131;429;469
rotation_90_light_11_short_07_4_600;(600, 600, 3);short;330;368;349;431
l_light_06_open_circuit_03_2_600;(600, 600, 3);open_circuit;554;568;328;344
l_light_06_open_circuit_03_2_600;(600, 600, 3);open_circuit;492;511;1;12
l_light_06_open_circuit_03_2_600;(600, 600, 3);open_circuit;441;452;161;175
rotation_270_light_04_short_06_1_600;(601, 601, 3);short;346;376;484;516
rotation_270_light_04_short_06_1_600;(601, 601, 3);short;469;503;507;540
rotation_270_light_04_short_06_1_600;(601, 601, 3);short;212;245;340;377
rotation_270_light_07_missing_hole_09_4_600;(601, 601, 3);missing_hole;536;573;401;444
rotation_270_light_07_missing_hole_09_4_600;(601, 601, 3);missing_hole;221;266;1;28
rotation_270_light_07_missing_hole_09_4_600;(601, 601, 3);missing_hole;219;263;134;172
rotation_270_light_07_missing_hole_09_4_600;(601, 601, 3);missing_hole;1;46;276;319
light_07_spur_04_2_256;(600, 600, 3);spur;551;599;76;100
light_07_spur_04_2_256;(600, 600, 3);spur;409;440;81;121
l_light_12_short_10_3_600;(600, 600, 3);short;361;394;304;331
l_light_12_short_10_3_600;(600, 600, 3);short;277;310;568;585
l_light_12_short_10_3_600;(600, 600, 3);short;102;126;431;455
l_light_12_short_10_3_600;(600, 600, 3);short;147;175;303;323
light_08_short_06_5_256;(600, 600, 3);short;1;26;361;395
light_04_spurious_copper_05_1_256;(600, 600, 3);spurious_copper;250;266;341;389
light_04_spurious_copper_05_1_256;(600, 600, 3);spurious_copper;213;229;258;303
light_04_spurious_copper_05_1_256;(600, 600, 3);spurious_copper;326;361;413;443
l_light_04_open_circuit_20_2_600;(600, 600, 3);open_circuit;343;367;39;59
rotation_270_light_04_mouse_bite_09_1_600;(601, 601, 3);mouse_bite;367;392;458;480
light_01_missing_hole_14_3_256;(600, 600, 3);missing_hole;136;175;405;448
l_light_07_short_02_4_600;(600, 600, 3);short;13;72;40;89
rotation_270_light_08_short_06_1_600;(601, 601, 3);short;4;39;331;367
rotation_90_light_08_open_circuit_05_4_600;(600, 600, 3);open_circuit;422;444;342;354
rotation_90_light_10_open_circuit_04_4_600;(600, 600, 3);open_circuit;118;146;561;599
rotation_90_light_10_open_circuit_04_4_600;(600, 600, 3);open_circuit;70;106;317;362
rotation_270_light_12_spur_04_4_600;(601, 601, 3);spur;561;579;104;143
rotation_270_light_10_missing_hole_01_3_600;(601, 601, 3);missing_hole;388;432;380;427
rotation_270_light_10_missing_hole_01_3_600;(601, 601, 3);missing_hole;330;369;1;40
rotation_90_light_08_open_circuit_02_5_600;(600, 600, 3);open_circuit;231;253;464;489
rotation_90_light_08_open_circuit_02_5_600;(600, 600, 3);open_circuit;377;395;508;530
rotation_270_light_04_mouse_bite_17_1_600;(601, 601, 3);mouse_bite;459;492;496;517
rotation_270_light_04_mouse_bite_17_1_600;(601, 601, 3);mouse_bite;154;185;363;385
rotation_90_light_04_spurious_copper_19_1_600;(600, 600, 3);spurious_copper;219;248;462;475
light_04_spurious_copper_13_1_256;(600, 600, 3);spurious_copper;354;383;442;463
light_04_spurious_copper_13_1_256;(600, 600, 3);spurious_copper;384;411;453;474
rotation_90_light_07_spur_05_1_600;(600, 600, 3);spur;328;361;536;597
rotation_90_light_07_spur_05_1_600;(600, 600, 3);spur;281;315;460;492
rotation_90_light_07_spur_05_1_600;(600, 600, 3);spur;344;398;153;179
rotation_90_light_07_spur_05_1_600;(600, 600, 3);spur;434;460;367;412
rotation_90_light_04_short_12_2_600;(600, 600, 3);short;84;122;401;441
rotation_90_light_04_short_12_2_600;(600, 600, 3);short;252;295;359;398
rotation_90_light_04_short_12_2_600;(600, 600, 3);short;357;402;97;141
l_light_08_short_07_2_600;(600, 600, 3);short;176;203;294;318
l_light_08_short_07_2_600;(600, 600, 3);short;66;120;449;487
l_light_08_short_07_2_600;(600, 600, 3);short;227;274;495;527
l_light_12_missing_hole_07_4_600;(600, 600, 3);missing_hole;315;336;1;25
l_light_12_missing_hole_07_4_600;(600, 600, 3);missing_hole;150;173;88;108
l_light_05_mouse_bite_04_5_600;(600, 600, 3);mouse_bite;189;214;121;141
l_light_05_mouse_bite_04_5_600;(600, 600, 3);mouse_bite;437;463;200;226
rotation_270_light_05_open_circuit_03_3_600;(601, 601, 3);open_circuit;433;455;452;473
rotation_270_light_05_open_circuit_03_3_600;(601, 601, 3);open_circuit;392;412;362;381
rotation_270_light_05_open_circuit_03_3_600;(601, 601, 3);open_circuit;139;161;459;481
rotation_270_light_08_mouse_bite_05_1_600;(601, 601, 3);mouse_bite;2;29;137;162
rotation_90_light_06_mouse_bite_04_4_600;(600, 600, 3);mouse_bite;218;254;377;393
rotation_270_light_08_open_circuit_09_3_600;(601, 601, 3);open_circuit;427;449;47;71
l_light_04_open_circuit_06_1_600;(600, 600, 3);open_circuit;406;430;222;243
l_light_04_open_circuit_06_1_600;(600, 600, 3);open_circuit;241;261;348;366
rotation_90_light_12_mouse_bite_05_1_600;(600, 600, 3);mouse_bite;427;445;41;70
rotation_90_light_01_spur_19_1_600;(600, 600, 3);spur;335;359;355;380
rotation_90_light_01_spur_19_1_600;(600, 600, 3);spur;334;356;183;209
rotation_270_light_11_spurious_copper_07_5_600;(601, 601, 3);spurious_copper;526;555;109;136
rotation_270_light_11_spurious_copper_07_5_600;(601, 601, 3);spurious_copper;519;558;440;481
rotation_270_light_11_spurious_copper_07_5_600;(601, 601, 3);spurious_copper;389;424;311;342
rotation_270_light_11_spurious_copper_07_5_600;(601, 601, 3);spurious_copper;424;448;1;41
rotation_270_light_11_spurious_copper_07_5_600;(601, 601, 3);spurious_copper;134;188;218;253
light_04_spur_20_2_256;(600, 600, 3);spur;200;214;118;155
light_04_spur_20_2_256;(600, 600, 3);spur;476;494;361;395
rotation_90_light_04_spur_10_2_600;(600, 600, 3);spur;251;283;376;400
rotation_90_light_04_spur_10_2_600;(600, 600, 3);spur;324;353;507;531
light_10_spur_04_3_256;(600, 600, 3);spur;49;101;358;400
light_10_spur_04_3_256;(600, 600, 3);spur;7;45;514;569
light_10_spur_04_3_256;(600, 600, 3);spur;324;374;277;318
l_light_09_missing_hole_02_3_600;(600, 600, 3);missing_hole;459;489;319;350
l_light_05_missing_hole_03_1_600;(600, 600, 3);missing_hole;520;546;114;142
l_light_05_missing_hole_03_1_600;(600, 600, 3);missing_hole;512;544;475;499
l_light_05_missing_hole_03_1_600;(600, 600, 3);missing_hole;103;132;343;369
rotation_90_light_04_spurious_copper_04_3_600;(600, 600, 3);spurious_copper;413;441;495;511
rotation_270_light_08_open_circuit_10_1_600;(601, 601, 3);open_circuit;195;207;215;235
l_light_07_mouse_bite_04_3_600;(600, 600, 3);mouse_bite;10;40;424;459
l_light_12_spur_01_5_600;(600, 600, 3);spur;469;491;1;24
l_light_12_spur_01_5_600;(600, 600, 3);spur;219;261;91;113
l_light_12_spur_01_5_600;(600, 600, 3);spur;503;547;286;304
l_light_12_spur_01_5_600;(600, 600, 3);spur;468;509;521;537
l_light_12_spur_01_5_600;(600, 600, 3);spur;152;198;439;458
rotation_270_light_11_mouse_bite_09_3_600;(601, 601, 3);mouse_bite;275;307;63;95
rotation_270_light_11_mouse_bite_09_3_600;(601, 601, 3);mouse_bite;62;85;144;177
l_light_07_spurious_copper_01_2_600;(600, 600, 3);spurious_copper;485;564;115;141
l_light_01_spurious_copper_16_1_600;(600, 600, 3);spurious_copper;31;52;458;481
l_light_01_spurious_copper_16_1_600;(600, 600, 3);spurious_copper;347;383;337;367
light_06_short_04_2_256;(600, 600, 3);short;211;247;1;32
light_06_short_04_2_256;(600, 600, 3);short;413;437;51;73
l_light_05_missing_hole_04_5_600;(600, 600, 3);missing_hole;223;253;91;118
l_light_05_missing_hole_04_5_600;(600, 600, 3);missing_hole;563;584;310;333
l_light_05_missing_hole_04_5_600;(600, 600, 3);missing_hole;385;415;171;197
l_light_11_spurious_copper_04_2_600;(600, 600, 3);spurious_copper;528;571;146;164
rotation_90_light_09_missing_hole_05_4_600;(600, 600, 3);missing_hole;99;122;329;357
rotation_90_light_09_missing_hole_05_4_600;(600, 600, 3);missing_hole;522;547;114;139
l_light_08_mouse_bite_02_1_600;(600, 600, 3);mouse_bite;210;241;423;459
l_light_08_mouse_bite_02_1_600;(600, 600, 3);mouse_bite;356;388;576;596
l_light_08_spurious_copper_06_4_600;(600, 600, 3);spurious_copper;75;100;22;68
l_light_08_spurious_copper_06_4_600;(600, 600, 3);spurious_copper;436;452;201;256
l_light_08_spurious_copper_06_4_600;(600, 600, 3);spurious_copper;244;262;263;299
l_light_08_open_circuit_08_1_600;(600, 600, 3);open_circuit;177;196;426;448
l_light_07_mouse_bite_06_2_600;(600, 600, 3);mouse_bite;459;495;50;85
rotation_270_light_05_open_circuit_07_3_600;(601, 601, 3);open_circuit;315;343;528;560
rotation_90_light_08_short_10_1_600;(600, 600, 3);short;424;450;193;241
l_light_05_mouse_bite_08_1_600;(600, 600, 3);mouse_bite;242;279;505;521
l_light_05_mouse_bite_08_1_600;(600, 600, 3);mouse_bite;45;58;444;478
rotation_270_light_09_missing_hole_03_2_600;(601, 601, 3);missing_hole;482;509;262;292
l_light_06_short_08_1_600;(600, 600, 3);short;377;410;109;131
l_light_06_short_08_1_600;(600, 600, 3);short;111;139;314;346
l_light_06_short_08_1_600;(600, 600, 3);short;229;260;199;225
l_light_06_short_08_1_600;(600, 600, 3);short;312;340;41;69
rotation_270_light_08_open_circuit_05_2_600;(601, 601, 3);open_circuit;84;109;366;387
rotation_270_light_08_open_circuit_05_2_600;(601, 601, 3);open_circuit;256;272;327;339
light_04_open_circuit_15_2_256;(600, 600, 3);open_circuit;128;152;170;190
light_04_open_circuit_15_2_256;(600, 600, 3);open_circuit;328;356;166;190
light_07_open_circuit_10_1_256;(600, 600, 3);open_circuit;556;579;475;496
rotation_90_light_08_short_07_1_600;(600, 600, 3);short;449;482;436;476
light_06_spurious_copper_07_2_256;(600, 600, 3);spurious_copper;43;90;183;199
light_06_spurious_copper_07_2_256;(600, 600, 3);spurious_copper;249;269;137;176
rotation_270_light_05_mouse_bite_02_2_600;(601, 601, 3);mouse_bite;147;177;471;487
light_08_mouse_bite_02_3_256;(600, 600, 3);mouse_bite;142;178;277;296
light_08_mouse_bite_02_3_256;(600, 600, 3);mouse_bite;250;280;355;384
light_08_mouse_bite_02_3_256;(600, 600, 3);mouse_bite;94;126;424;453
rotation_90_light_08_missing_hole_07_2_600;(600, 600, 3);missing_hole;496;529;398;429
rotation_90_light_08_missing_hole_07_2_600;(600, 600, 3);missing_hole;119;150;499;533
l_light_04_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;348;387;314;326
l_light_04_spurious_copper_08_3_600;(600, 600, 3);spurious_copper;370;440;185;196
l_light_09_missing_hole_04_3_600;(600, 600, 3);missing_hole;311;339;535;565
l_light_09_missing_hole_04_3_600;(600, 600, 3);missing_hole;312;340;313;342
l_light_08_mouse_bite_09_3_600;(600, 600, 3);mouse_bite;178;213;289;309
